case_name,frequency_Hz,Y11_real,Y11_imag,Y12_real,Y12_imag,Y21_real,Y21_imag,Y22_real,Y22_imag
unstable,0.455355804191134,0.532527059080076,-0.0264566474111245,-0.699371775047519,0.164320787865523,-0.0365817572978204,-0.561532061865152,-0.51257486896379,-0.00519946969642208
unstable,0.478176249895018,0.535973472802615,-0.0299551805928828,-0.777360076774101,0.175145955627348,-0.0403001542002673,-0.589383567101878,-0.513896344553535,-0.00608405683338159
unstable,0.502140356747681,0.53979845313511,-0.0340117274711222,-0.864811074277685,0.186998453711092,-0.0443915143472062,-0.618585191518242,-0.515361305002999,-0.00712715784313549
unstable,0.527305440054887,0.544046871420839,-0.0387270163769104,-0.963057331607867,0.200030743998033,-0.0488920415140158,-0.649197418978669,-0.516986670615952,-0.00835958254187518
unstable,0.553731687515399,0.548769756564143,-0.0442223677433845,-1.07366461545707,0.21442727072139,-0.0538411409745881,-0.681282640114311,-0.518791775343074,-0.00981886820944793
unstable,0.58148230317278,0.55402536004907,-0.0506446122579245,-1.1984842662738,0.23041304984861,-0.0592816110181562,-0.714905072546879,-0.520798847434711,-0.0115509833595795
unstable,0.610623658581427,0.559880462681394,-0.0581724230342893,-1.33972044445643,0.248265097559661,-0.0652598130979395,-0.750130649936291,-0.523033629482961,-0.013612541590656
unstable,0.641225451548396,0.566411992474611,-0.067024556158325,-1.50001743996653,0.268327831708391,-0.0718258040399669,-0.787026874125626,-0.525526191593542,-0.0160737069103835
unstable,0.673360872830666,0.573709046637249,-0.0774707024453264,-1.68257440828746,0.291034119585019,-0.0790334059842847,-0.825662623774255,-0.52831201665171,-0.01902204832469
unstable,0.707106781186547,0.581875442947748,-0.0898459663614214,-1.89129815089719,0.316934487047317,-0.0869401781088211,-0.866107911910123,-0.531433475776055,-0.0225677157973419
unstable,0.742543887199899,0.591032970198568,-0.104570467593326,-2.13100952520158,0.346738346188357,-0.095607236453061,-0.908433583856185,-0.534941874014381,-0.0268504839872314
unstable,0.779756946316818,0.601325567968046,-0.12217631110171,-2.40772680779651,0.381373289994545,-0.10509884053504,-0.952710946151165,-0.538900346707396,-0.032049481497087
unstable,0.81883496155648,0.612924747152631,-0.143345373838159,-2.72906167626874,0.422072175600601,-0.115481621403963,-0.999011316763015,-0.543388053721618,-0.0383968555432682
unstable,0.859871396380969,0.626036666925662,-0.168963334495447,-3.10478366971277,0.470504058087844,-0.126823253640431,-1.04740548794531,-0.548506403867528,-0.0461973281598248
unstable,0.902964398233205,0.640911404368985,-0.200198725018379,-3.54764300117115,0.528976346958078,-0.139190252135438,-1.09796309750311,-0.554388545147281,-0.0558567875185157
unstable,0.94821703327763,0.657855052645954,-0.238621656320839,-4.07460077069016,0.60075649702229,-0.152644362179415,-1.15075191670284,-0.561214278018559,-0.0679251200074854
unstable,0.995737532905055,0.677245231830533,-0.286387559617589,-4.70872244058113,0.690601990345217,-0.167236626552263,-1.20583709494187,-0.569234307956821,-0.083162202700717
unstable,1.04563955259127,0.699549984394518,-0.346531600956983,-5.48219152516859,0.805669388314724,-0.182997484512518,-1.26328048125098,-0.578811277025842,-0.102642950285281
