case_id,damping_D,frequency_Hz,Yc11_real,Yc11_imag,Yc12_real,Yc12_imag,Yc21_real,Yc21_imag,Yc22_real,Yc22_imag,Ynet11_real,Ynet11_imag,Ynet12_real,Ynet12_imag,Ynet21_real,Ynet21_imag,Ynet22_real,Ynet22_imag
fig8_D_0p05,0.050000000000000003,0.0020012497989690368,0.50000061173705768,-3.4218967054646312e-05,-1.2544797900305418e-05,0.00062871278263755884,-7.1316016669875637e-07,-0.0024797277204402861,-0.50000023872389721,-3.9975161201060675e-10,0.9000000011278082,1.921199805861244e-05,0.80000000020505613,-2.5615997466199032e-05,-0.80000000020505591,2.5615997466199032e-05,0.9000000011278082,1.921199805861244e-05
fig8_D_0p05,0.050000000000000003,0.002033800305846982,0.50000063179882059,-3.4775590978181341e-05,-1.29562017702211e-05,0.00063893890610785555,-7.3654805902642617e-07,-0.0025200607058427243,-0.50000024655278563,-4.1957661168812209e-10,0.90000000116479428,1.9524482924070868e-05,0.80000000021178075,-2.6032643956190473e-05,-0.80000000021178064,2.6032643956190473e-05,0.90000000116479428,1.9524482924070872e-05
fig8_D_0p05,0.050000000000000003,0.0020668802496290823,0.50000065251850434,-3.5341270887787678e-05,-1.3381097558813307e-05,0.0006493313610615491,-7.6070295073130123e-07,-0.0025610497104792854,-0.50000025463842057,-4.4038479931279113e-10,0.90000000120299339,1.9842050383780929e-05,0.80000000021872619,-2.6456067238651986e-05,-0.80000000021872597,2.6456067238651986e-05,0.90000000120299339,1.9842050383780929e-05
fig8_D_0p05,0.050000000000000003,0.0021004982416539153,0.50000067391768521,-3.5916154201302666e-05,-1.3819927732541569e-05,0.00065989285302755108,-7.8564999534194713e-07,-0.0026027054045426653,-0.50000026298922184,-4.6222493453612233e-10,0.90000000124244539,2.0164783106591562e-05,0.80000000022589912,-2.6886377538722181e-05,-0.80000000022589912,2.6886377538722181e-05,0.90000000124244539,2.0164783106591558e-05
fig8_D_0p05,0.050000000000000003,0.0021346630333242455,0.50000069601864727,-3.650039074034933e-05,-1.4273149268607828e-05,0.00067062613154701028,-8.1141517127916729e-07,-0.002645038631776266,-0.50000027161388561,-4.8514819516332769e-10,0.90000000128319102,2.0492765105967839e-05,0.80000000023330753,-2.7323686874361492e-05,-0.80000000023330731,2.7323686874361489e-05,0.90000000128319102,2.0492765105967839e-05
fig8_D_0p05,0.050000000000000003,0.0021693835183851842,0.50000071884440533,-3.7094132769732695e-05,-1.4741234130844003e-05,0.0006815339908895049,-8.3802530891768923e-07,-0.0026880604122969595,-0.50000028052139311,-5.0920829711012874e-10,0.90000000132527291,2.0826081761861279e-05,0.80000000024095874,-2.7768109085512618e-05,-0.80000000024095874,2.7768109085512618e-05,0.90000000132527291,2.0826081761861272e-05
fig8_D_0p05,0.050000000000000003,0.0022046687352394096,0.50000074241872883,-3.7697535037491981e-05,-1.5224669761206878e-05,0.00069261927078089478,-8.6550811852909026e-07,-0.0027317819454637888,-0.50000028972102006,-5.3446162023119493e-10,0.90000000136873481,2.1164819842935967e-05,0.80000000024886098,-2.8219759863735398e-05,-0.80000000024886075,2.8219759863735398e-05,0.90000000136873481,2.1164819842935964e-05
fig8_D_0p05,0.050000000000000003,0.0022405278693000182,0.50000076676616689,-3.8310754815619355e-05,-1.5723959587392085e-05,0.00070388485714302951,-8.9389221912331007e-07,-0.0027762146127932848,-0.50000029922234657,-5.609673404843884e-10,0.90000000141362224,2.1509067529155939e-05,0.80000000025702234,-2.867875678232331e-05,-0.80000000025702223,2.867875678232331e-05,0.90000000141362213,2.1509067529155936e-05
fig8_D_0p05,0.050000000000000003,0.0022769702553816799,0.50000079191207369,-3.8933951941457825e-05,-1.6239623547096337e-05,0.00071533368284551003,-9.2320716828589444e-07,-0.0028213699809222395,-0.50000030903526671,-5.8878756854601182e-10,0.9000000014599816,2.1858914434740246e-05,0.80000000026545126,-2.914521932691025e-05,-0.80000000026545126,2.9145219326910244e-05,0.9000000014599816,2.1858914434740236e-05
fig8_D_0p05,0.050000000000000003,0.002314005380130654,0.50000081788263473,-3.9567288859788976e-05,-1.6772198629473314e-05,0.00072696872846969021,-9.5348349290688694e-07,-0.0028672598046186343,-0.50000031916999932,-6.179874953988313e-10,0.9000000015078613,2.221445163149108e-05,0.80000000027415663,-2.9619268926574754e-05,-0.80000000027415652,2.9619268926574754e-05,0.90000000150786119,2.2214451631491087e-05
